Time,Lot,pH,Temp,Current,Voltage,DTime,QC
18:31.8,9,1.88,25.79,4,4.71,2021-10-12,1
18:36.8,9,2.86,25.15,3.17,4.76,2021-10-12,1
18:41.8,9,2.65,25.16,3.99,4.59,2021-10-12,1
18:46.8,9,2.35,21.19,3.22,4.68,2021-10-12,1
18:51.8,9,1.97,27.37,4.01,3.86,2021-10-12,1
18:56.8,9,2.27,26.16,4.4,3.42,2021-10-12,1
19:01.8,9,2.27,22.59,3.75,3.29,2021-10-12,1
19:06.8,9,2.41,23.89,3.36,4.56,2021-10-12,1
19:11.8,9,2.08,25.41,3.54,3.46,2021-10-12,1
19:16.8,9,2,24.44,3.3,3.81,2021-10-12,1
19:21.8,9,2.06,24.93,3.43,4.79,2021-10-12,1
19:26.8,9,2.67,24.36,3.93,4.57,2021-10-12,1
19:31.8,9,2.02,24.47,3.46,4.87,2021-10-12,1
19:36.8,9,1.52,27.41,4.41,4.64,2021-10-12,1
19:41.8,9,1.85,25.54,4.32,4.78,2021-10-12,1
19:46.8,9,1.81,26.12,3.31,4.28,2021-10-12,1
19:51.8,9,2.7,27.88,3.07,3.75,2021-10-12,1
19:56.8,9,2.45,25.07,4.08,3.14,2021-10-12,1
20:01.9,9,2.39,25.52,3.79,3.03,2021-10-12,1
20:27.0,10,2.24,25.49,3.64,4.13,2021-10-12,1
20:32.0,10,1.98,27.46,3.06,4.48,2021-10-12,1
20:37.0,10,2.95,21.83,3.5,3.77,2021-10-12,1
20:42.0,10,2.78,25.38,3.38,3.74,2021-10-12,1
20:47.0,10,2.88,26.58,3.79,4.2,2021-10-12,1
20:52.0,10,2.91,25.1,4.42,3.47,2021-10-12,1
20:57.0,10,1.74,27.81,3.1,4.23,2021-10-12,1
21:02.0,10,2.81,24.66,3.24,4.66,2021-10-12,1
21:07.0,10,2.67,26.65,3.8,3.58,2021-10-12,1
21:12.0,10,2.23,24.97,3.23,3.63,2021-10-12,1
21:17.0,10,2.88,23.96,3.81,3.72,2021-10-12,1
21:22.0,10,1.85,26.55,4.14,3.82,2021-10-12,1
21:27.1,10,2.36,23.14,3.69,3.06,2021-10-12,1
21:32.1,10,2.58,27.46,3.97,3.66,2021-10-12,1
21:37.1,10,2.08,24.17,3.2,3.23,2021-10-12,1
21:42.1,10,1.86,25.29,4.11,4.87,2021-10-12,1
21:47.1,10,1.82,27.98,3.66,3.68,2021-10-12,1
21:52.1,10,2.83,24.38,4.28,3.89,2021-10-12,1
21:57.1,10,2.92,23.4,3.01,4.63,2021-10-12,1
22:02.1,10,2.82,22.52,3.64,3.78,2021-10-12,1
22:07.1,10,2.12,22.71,3.4,3.23,2021-10-12,1
22:12.1,10,1.72,24.35,3.97,3.61,2021-10-12,1
22:17.1,10,2.3,22.29,3.77,4.62,2021-10-12,1
22:22.1,10,2.39,26.43,4.17,3.42,2021-10-12,1
22:27.1,10,2.15,27.27,3.63,3.48,2021-10-12,1
22:32.1,10,2.41,25.03,4.05,3.06,2021-10-12,1
22:37.1,10,2.28,23.03,3.73,3.37,2021-10-12,1
22:42.1,10,2.94,27.56,3.29,4.92,2021-10-12,1
22:47.1,10,1.57,22.93,3.53,4.04,2021-10-12,1
22:52.1,10,2.3,27.61,4.47,4.37,2021-10-12,1
22:57.1,10,1.88,27.34,3.48,4.95,2021-10-12,1
23:02.1,10,2.48,27.07,3.54,3.41,2021-10-12,1
23:07.1,10,2.94,27.26,4.22,3.36,2021-10-12,1
23:12.2,10,2.82,24.77,4.43,3.5,2021-10-12,1
23:17.2,10,2.93,21.22,3.53,3.42,2021-10-12,1
23:22.2,10,1.99,22.4,4.35,3.62,2021-10-12,1
23:27.2,10,2.72,25.26,3.2,4.45,2021-10-12,1
23:32.2,10,1.51,24.32,3.83,3.02,2021-10-12,1
23:37.2,10,2.98,27.13,3.46,3.25,2021-10-12,1
23:42.2,10,1.75,25.08,3.32,4.85,2021-10-12,1
23:47.2,10,1.62,25.83,3.25,4.9,2021-10-12,1
23:52.2,10,2.06,23.45,3.4,4.88,2021-10-12,1
23:57.2,10,2.81,22.89,3.78,3.61,2021-10-12,1
24:02.2,10,1.71,22.39,3.95,4.68,2021-10-12,1
24:07.2,10,1.75,22.56,3.46,3.14,2021-10-12,1
24:12.2,10,1.65,26.28,3.03,4.3,2021-10-12,1
24:17.2,10,1.88,26.92,3.25,3.42,2021-10-12,1
24:22.2,10,1.93,25.37,3.23,3.4,2021-10-12,1
24:27.2,10,2.42,23.16,3.01,4.87,2021-10-12,1
24:32.2,10,2.82,25.86,4.26,4.58,2021-10-12,1
24:37.2,10,2.96,26.75,4.2,4.54,2021-10-12,1
24:42.2,10,2.03,22.98,3.02,4.09,2021-10-12,1
24:47.3,10,1.85,23.36,3.74,4.78,2021-10-12,1
24:52.3,10,2.29,26.17,3.8,4.55,2021-10-12,1
24:57.3,10,2.53,23.58,3.84,3.08,2021-10-12,1
25:02.3,10,1.89,22.84,3.92,4.56,2021-10-12,1
25:07.3,10,2.18,25.32,3.94,3.21,2021-10-12,1
25:12.3,10,2.17,25.23,4.45,4.83,2021-10-12,1
25:17.3,10,1.71,22.11,3.72,4.92,2021-10-12,1
25:22.3,10,2.34,24.58,4.11,3.01,2021-10-12,1
25:27.3,10,2.91,24.37,3.49,4.02,2021-10-12,1
25:32.3,10,2.61,22.57,3.97,4.4,2021-10-12,1
25:37.3,10,1.91,25.03,4.07,3.37,2021-10-12,1
25:42.3,10,2.23,22.84,3.52,3.1,2021-10-12,1
25:47.3,10,2.09,25.24,3.79,3.15,2021-10-12,1
25:52.3,10,1.75,25.22,3.72,3.96,2021-10-12,1
25:57.3,10,2.89,27.39,3.7,3.97,2021-10-12,1
26:02.3,10,1.95,22.63,3.74,4.95,2021-10-12,1
26:07.3,10,1.95,24.3,3.87,3.7,2021-10-12,1
26:32.6,11,2.62,27.15,3.34,3.59,2021-10-12,1
26:37.6,11,1.91,22.28,4.41,3.87,2021-10-12,1
26:42.6,11,2.78,23.97,3.82,3.58,2021-10-12,1
26:47.6,11,2.72,22.41,4.38,3.67,2021-10-12,1
26:52.6,11,2.31,23.62,3.53,3.51,2021-10-12,1
26:57.6,11,2.52,22.66,3.98,4.32,2021-10-12,1
27:02.6,11,2.47,24.08,3.16,4.02,2021-10-12,1
27:07.7,11,2.71,23.15,3.74,3.01,2021-10-12,1
27:12.7,11,1.58,24.63,3.57,4.98,2021-10-12,1
27:17.7,11,2.1,26.12,3.59,3.06,2021-10-12,1
27:22.7,11,2.07,25.31,3.48,4.58,2021-10-12,1
27:27.7,11,2.09,25.1,4.19,4.35,2021-10-12,1
27:32.7,11,2.42,25.62,3.79,3.09,2021-10-12,1
27:37.7,11,2.03,21.9,4.03,3.86,2021-10-12,1
27:42.7,11,1.54,26.07,3.81,4.33,2021-10-12,1
27:47.7,11,2.9,25.24,4.22,4.51,2021-10-12,1
27:52.7,11,2.87,26.02,3.8,4.39,2021-10-12,1
27:57.7,11,1.95,27.03,3.65,4.57,2021-10-12,1
28:02.7,11,2.4,21.51,3.76,3.86,2021-10-12,1
28:07.7,11,2.4,22.61,3.23,2.14,2021-10-12,1
28:12.7,11,1.74,25.9,3.81,3.57,2021-10-12,1
28:17.7,11,2.93,24.66,3.09,3.31,2021-10-12,1
28:22.7,11,2.02,21.11,3.18,1.47,2021-10-12,1
28:27.7,11,1.85,23.45,3.85,4.46,2021-10-12,1
28:32.7,11,2.64,24.37,3.32,4.17,2021-10-12,1
28:37.8,11,1.84,22.96,3.67,4.44,2021-10-12,1
28:42.8,11,2.6,26.57,3.76,3.35,2021-10-12,1
28:47.8,11,2.13,21.61,3.96,4.26,2021-10-12,1
28:52.8,11,2.82,25.4,3.42,3.51,2021-10-12,1
28:57.8,11,2.51,21.37,3.28,4.25,2021-10-12,1
29:02.8,11,1.76,26.87,3.12,3.26,2021-10-12,1
29:07.8,11,2.41,27.56,3.3,3.8,2021-10-12,1
29:12.8,11,2.54,25.36,4.26,4.37,2021-10-12,1
29:17.8,11,1.93,21.02,4.29,3.92,2021-10-12,1
29:22.8,11,2.89,21.42,3.53,3.12,2021-10-12,1
29:27.8,11,1.63,21.71,4.07,4.52,2021-10-12,1
29:32.8,11,2.19,24.71,3.09,4.44,2021-10-12,1
29:37.8,11,2.01,24.56,3.62,3.54,2021-10-12,1
29:42.8,11,2.88,26.5,3.95,3.21,2021-10-12,1
29:47.8,11,2.03,23.84,3.57,3.19,2021-10-12,1
29:52.8,11,2.47,24.59,3.24,4.38,2021-10-12,1
29:57.8,11,2.01,27.98,3.64,3.56,2021-10-12,1
30:02.9,11,2.3,25.97,3.66,3.35,2021-10-12,1
30:07.9,11,3.44,26.05,4.09,3.71,2021-10-12,1
30:12.9,11,2.08,25.58,4.46,3.16,2021-10-12,1
30:17.9,11,2.14,26.19,3.16,4.08,2021-10-12,1
30:22.9,11,2.63,21.46,3.14,4.21,2021-10-12,1
30:27.9,11,1.91,23.33,3.03,4.97,2021-10-12,1
30:32.9,11,2.33,25.33,3.94,3.35,2021-10-12,1
30:37.9,11,1.97,26.73,3.92,4.26,2021-10-12,1
30:42.9,11,1.87,21.23,4.35,4.25,2021-10-12,1
30:47.9,11,2.53,27.41,3.27,3.09,2021-10-12,1
30:52.9,11,2.59,25.26,3.51,4.45,2021-10-12,1
30:57.9,11,1.88,26.99,4.34,4.26,2021-10-12,1
31:02.9,11,1.76,24.23,3.96,4.02,2021-10-12,1
31:07.9,11,1.69,23.22,3.21,3.87,2021-10-12,1
31:12.9,11,1.84,27.03,4.42,3.73,2021-10-12,1
31:17.9,11,1.59,23.58,3.6,3.37,2021-10-12,1
31:22.9,11,1.84,23.01,3.77,3.28,2021-10-12,1
31:27.9,11,2.29,25.57,3.88,3.54,2021-10-12,1
31:33.0,11,2.25,21.79,3.33,3.33,2021-10-12,1
31:38.0,11,2.62,23.7,3.19,3.42,2021-10-12,1
31:43.0,11,2.98,22.29,3.82,3.89,2021-10-12,1
31:48.0,11,1.92,25.32,3.49,4.39,2021-10-12,1
31:53.0,11,2.13,22.43,3.45,4.03,2021-10-12,1
31:58.0,11,1.83,27.48,3.64,3.33,2021-10-12,1
32:03.0,11,1.89,26.03,3.04,3.41,2021-10-12,1
32:08.0,11,2.65,27.87,3.84,3.61,2021-10-12,1
32:13.0,11,2.06,25.89,4.43,3.2,2021-10-12,1
32:38.2,12,1.77,22.76,4.29,4.09,2021-10-12,1
32:43.2,12,2.7,27.54,4.06,3.73,2021-10-12,1
32:48.2,12,1.65,26.78,3.78,3.75,2021-10-12,1
32:53.2,12,1.62,25.49,3.02,3.96,2021-10-12,1
32:58.2,12,1.57,27.53,4.25,4.58,2021-10-12,1
33:03.2,12,2.62,21.53,3.37,3.05,2021-10-12,1
33:08.2,12,2.62,26.2,3.1,4.43,2021-10-12,1
33:13.2,12,2.56,26.34,3.91,4,2021-10-12,1
33:18.2,12,1.84,25.67,3.62,3.98,2021-10-12,1
33:23.2,12,2.97,23.44,4.06,3.23,2021-10-12,1
33:28.2,12,2.94,26.64,4.25,3.14,2021-10-12,1
33:33.2,12,2.68,24.84,3.68,3.6,2021-10-12,1
33:38.2,12,2.39,26.66,3.24,4.08,2021-10-12,1
33:43.2,12,1.56,22.28,3.74,4.68,2021-10-12,1
33:48.2,12,2.56,23.7,3.03,4.17,2021-10-12,1
33:53.2,12,1.63,27.3,3.02,3.86,2021-10-12,1
33:58.2,12,1.57,26.17,4.31,4.17,2021-10-12,1
34:03.2,12,2.5,25.65,3.77,3.21,2021-10-12,1
34:08.2,12,2,27.47,3.97,4.47,2021-10-12,1
34:13.2,12,2.15,26.7,3.14,4.78,2021-10-12,1
34:18.3,12,1.81,22.25,3.96,4.5,2021-10-12,1
34:23.3,12,2.88,22.9,4.34,4.19,2021-10-12,1
34:28.3,12,2.77,25.58,3.2,4.95,2021-10-12,1
34:33.3,12,2.69,27.58,4.44,3.09,2021-10-12,1
34:38.3,12,2.22,24.87,3.24,3.37,2021-10-12,1
34:43.3,12,2.41,21.94,4.32,3.26,2021-10-12,1
34:48.3,12,2.44,21.58,4.27,3.53,2021-10-12,1
34:53.3,12,2.02,22.34,4.08,4.99,2021-10-12,1
34:58.3,12,2.95,25.75,3.76,3.76,2021-10-12,1
35:03.3,12,1.68,21.84,4.38,3.2,2021-10-12,1
35:08.3,12,2.76,25.22,3.73,3.07,2021-10-12,1
35:13.3,12,1.62,24.9,3.31,4.64,2021-10-12,1
35:18.3,12,1.54,21.6,4.28,3.75,2021-10-12,1
35:23.3,12,1.71,27.6,3.02,4.12,2021-10-12,1
35:28.3,12,2.19,27.26,3.42,4.57,2021-10-12,1
35:33.3,12,1.91,23.16,3.71,4.65,2021-10-12,1
35:38.3,12,2.33,26.78,3.68,3.82,2021-10-12,1
35:43.3,12,2.51,23,3.56,4.21,2021-10-12,1
35:48.3,12,2.8,22.44,3.84,3.94,2021-10-12,1
35:53.3,12,2.65,26.39,3.39,4.72,2021-10-12,1
35:58.3,12,2.69,24.37,3.15,4.11,2021-10-12,1
36:03.4,12,2.52,21.04,3.24,1.19,2021-10-12,1
36:08.4,12,1.81,21.95,3.73,4.92,2021-10-12,1
36:13.4,12,2.86,24.16,3.18,3.63,2021-10-12,1
36:18.4,12,2.06,21.72,4.39,3.12,2021-10-12,1
36:23.4,12,1.89,24.97,3.28,4.98,2021-10-12,1
36:28.4,12,1.96,24.1,3.09,4.64,2021-10-12,1
36:33.4,12,2.73,25.56,3.83,3.97,2021-10-12,1
36:38.4,12,1.58,22.93,3.48,3.46,2021-10-12,1
36:43.4,12,2.18,27.76,3.73,4.1,2021-10-12,1
36:48.4,12,1.79,26.15,3.77,4.78,2021-10-12,1
36:53.4,12,2.08,26.85,4.38,4.03,2021-10-12,1
36:58.4,12,1.64,25.26,3.61,3.46,2021-10-12,1
37:03.4,12,1.73,25.84,3.51,4,2021-10-12,1
37:08.4,12,2.31,24.87,3.61,4.99,2021-10-12,1
37:13.4,12,2.35,23.09,3.43,4.15,2021-10-12,1
37:18.4,12,2.18,24.4,3.63,4.34,2021-10-12,1
37:23.4,12,1.58,25.51,3.76,4.21,2021-10-12,1
37:28.4,12,5.2,24.46,2.12,4,2021-10-12,1
37:33.4,12,2.28,27.73,3.81,3.23,2021-10-12,1
37:38.4,12,2.96,23.76,3.47,4.27,2021-10-12,1
37:43.5,12,2.43,21.91,3.22,4.1,2021-10-12,1
37:48.5,12,2.79,24.36,3.23,3.56,2021-10-12,1
37:53.5,12,2.22,21.96,4.03,4.51,2021-10-12,1
37:58.5,12,2.17,21.91,3.62,4.14,2021-10-12,1
38:03.5,12,1.69,25.5,3.28,4.92,2021-10-12,1
38:08.5,12,2.28,23.7,3.42,4.56,2021-10-12,1
38:13.5,12,1.71,25.14,4.46,3.21,2021-10-12,1
38:18.5,12,2.53,25.4,3.76,3.72,2021-10-12,1
38:44.2,13,2.03,22.03,3.93,4.69,2021-10-12,1
38:49.2,13,2.44,22.64,4.08,3.1,2021-10-12,1
38:54.2,13,3.14,19.4,3.53,4.58,2021-10-12,1
38:59.2,13,2.23,22.82,3.65,3.12,2021-10-12,1
39:04.2,13,1.62,25.43,4.49,3.1,2021-10-12,1
39:09.2,13,1.97,21.41,4.01,3.56,2021-10-12,1
39:14.2,13,2.42,25.05,3.85,4.11,2021-10-12,1
39:19.2,13,1.76,21.56,3.52,4.25,2021-10-12,1
39:24.2,13,2.45,23.2,4.28,3.99,2021-10-12,1
39:29.2,13,2.07,22.69,3.07,3.94,2021-10-12,1
39:34.2,13,2.11,25.45,3.61,4.36,2021-10-12,1
39:39.2,13,1.99,27.45,3.34,3.08,2021-10-12,1
39:44.2,13,2.6,25.97,3.99,4.2,2021-10-12,1
39:49.2,13,2.62,26.74,4.27,4.94,2021-10-12,1
39:54.2,13,2.85,22.66,3.25,4.85,2021-10-12,1
39:59.3,13,2.9,27.25,3.07,4.51,2021-10-12,1
40:04.3,13,1.6,25.52,3.86,3.85,2021-10-12,1
40:09.3,13,2.62,21.63,3.77,4.43,2021-10-12,1
40:14.3,13,2.22,22.11,4.34,4.32,2021-10-12,1
40:19.3,13,1.92,21.96,4.38,3.03,2021-10-12,1
40:24.3,13,2.44,21.83,3.75,4.27,2021-10-12,1
40:29.3,13,2.19,23.23,3.83,4.31,2021-10-12,1
40:34.3,13,2.68,25.61,3.61,4.31,2021-10-12,1
40:39.3,13,2.23,24.11,3.03,3.05,2021-10-12,1
40:44.3,13,1.77,22.32,4.09,4.08,2021-10-12,1
40:49.3,13,2.25,24.19,4.02,3.13,2021-10-12,1
40:54.3,13,1.76,25.92,4.47,3.62,2021-10-12,1
40:59.3,13,1.89,26.57,3.77,3.67,2021-10-12,1
41:04.3,13,2.29,25.13,3.11,4.64,2021-10-12,1
41:09.3,13,2.78,22.81,3.45,3.56,2021-10-12,1
41:14.3,13,2.14,23.14,3.09,4.91,2021-10-12,1
41:19.3,13,2.76,26.76,4,3.88,2021-10-12,1
41:24.3,13,1.56,26.23,3.88,4.95,2021-10-12,1
41:29.3,13,2.56,25.73,4.32,4.42,2021-10-12,1
41:34.3,13,2.37,22.03,3.66,4.96,2021-10-12,1
41:39.4,13,2.36,24.54,3.01,3.04,2021-10-12,1
41:44.4,13,1.66,27.8,4.2,3.05,2021-10-12,1
41:49.4,13,1.77,22.11,3.55,4.29,2021-10-12,1
41:54.4,13,1.82,23.9,3.84,4.24,2021-10-12,1
41:59.4,13,1.59,23.92,3.72,4.42,2021-10-12,1
42:04.4,13,1.93,27.17,3.05,4.59,2021-10-12,1
42:09.4,13,2.33,25.86,4.37,3.59,2021-10-12,1
42:14.4,13,2.52,23.74,4.3,3.62,2021-10-12,1
42:19.4,13,1.84,24.56,3.61,4.4,2021-10-12,1
42:24.4,13,1.77,25.65,4.45,3.54,2021-10-12,1
42:29.4,13,2,25,3.56,3.85,2021-10-12,1
42:34.4,13,2.66,23.11,4.25,3.4,2021-10-12,1
42:39.4,13,2.91,22.02,4.13,4.11,2021-10-12,1
42:44.4,13,2.68,22.42,3.17,4.81,2021-10-12,1
42:49.4,13,2.47,22.68,4.3,3.56,2021-10-12,1
42:54.4,13,2.75,25.09,3.15,4.34,2021-10-12,1
42:59.4,13,2.73,26.3,3.72,4.7,2021-10-12,1
43:04.4,13,2.47,25.17,4.23,3.93,2021-10-12,1
43:09.5,13,1.54,24.09,3.45,3.27,2021-10-12,1
43:14.5,13,2.49,25.61,3.61,4.44,2021-10-12,1
43:19.5,13,2.78,21.35,3.1,4.9,2021-10-12,1
43:24.5,13,2.23,25.74,4.22,4.96,2021-10-12,1
43:29.5,13,2.56,25.06,3.48,3.42,2021-10-12,1
43:34.5,13,1.55,27.01,3.1,4.2,2021-10-12,1
43:39.5,13,1.92,22.22,4.39,3.96,2021-10-12,1
43:44.5,13,2.7,23.85,4.04,3.41,2021-10-12,1
43:49.5,13,1.68,27.74,4.25,4.7,2021-10-12,1
43:54.5,13,2.59,25.74,3.27,3.91,2021-10-12,1
43:59.5,13,1.51,24.59,3.26,4.47,2021-10-12,1
44:04.5,13,2.46,24.81,3.51,3.02,2021-10-12,1
44:09.5,13,2.3,26.11,4.48,3.95,2021-10-12,1
44:14.5,13,2.01,26.32,3.99,3.38,2021-10-12,1
44:19.5,13,1.96,22.12,3.63,4.96,2021-10-12,1
44:24.5,13,1.64,25.31,4.29,3.72,2021-10-12,1
44:50.0,14,1.8,26.76,3.66,4.44,2021-10-12,1
44:55.0,14,2.1,24.56,4.31,3.61,2021-10-12,1
45:00.0,14,2.24,21.64,3.55,4.9,2021-10-12,1
45:05.0,14,2.95,26.23,3.18,3.78,2021-10-12,1
45:10.0,14,2.23,24.17,3.86,3.1,2021-10-12,1
45:15.0,14,2.26,27.87,3.84,3.29,2021-10-12,1
45:20.0,14,2.65,25.48,3.32,4.25,2021-10-12,1
45:25.0,14,2.22,23.73,4.2,3.88,2021-10-12,1
45:30.0,14,2.48,22.12,3.2,4.27,2021-10-12,1
45:35.1,14,1.67,24.21,3.91,4.38,2021-10-12,1
45:40.1,14,1.89,26.34,3.49,4.35,2021-10-12,1
45:45.1,14,2.19,25.04,4.38,3.93,2021-10-12,1
45:50.1,14,2.52,24.57,3.44,4.51,2021-10-12,1
45:55.1,14,2.86,24.74,3.8,4.26,2021-10-12,1
46:00.1,14,2.95,22.14,4.14,4.83,2021-10-12,1
46:05.1,14,2.9,23.37,3.32,3.97,2021-10-12,1
46:10.1,14,1.97,27.6,4.19,4.58,2021-10-12,1
46:15.1,14,2.39,23.21,4.33,3.1,2021-10-12,1
46:20.1,14,1.88,24.16,3.47,4.43,2021-10-12,1
46:25.1,14,1.94,26.46,3.17,4.47,2021-10-12,1
46:30.1,14,2.01,27.66,3.49,3.15,2021-10-12,1
46:35.1,14,1.74,22.85,4,3.06,2021-10-12,1
46:40.1,14,2.75,25.77,4.06,4.23,2021-10-12,1
46:45.1,14,1.96,22.19,3.5,4.04,2021-10-12,1
46:50.1,14,2.76,26.84,4.44,4.11,2021-10-12,1
46:55.1,14,2.76,27.2,4.22,3.05,2021-10-12,1
47:00.1,14,1.95,24.67,3.86,3.23,2021-10-12,1
47:05.1,14,2.78,24.26,3.95,3.21,2021-10-12,1
47:10.1,14,2.07,21.6,4,3.42,2021-10-12,1
47:15.2,14,2.7,25.84,3.83,3.04,2021-10-12,1
47:20.2,14,1.51,26.46,3.07,3.01,2021-10-12,1
47:25.2,14,1.88,21.88,3.77,4.15,2021-10-12,1
47:30.2,14,1.53,24.79,3.04,3.74,2021-10-12,1
47:35.2,14,2.29,22.37,3.05,4.53,2021-10-12,1
47:40.2,14,2.44,27.34,4.14,4.95,2021-10-12,1
47:45.2,14,2.89,25.73,3.38,3.82,2021-10-12,1
47:50.2,14,1.94,25.43,4.42,3.44,2021-10-12,1
47:55.2,14,1.55,24.9,3.77,4.01,2021-10-12,1
48:00.2,14,2.01,23.78,4.34,3.69,2021-10-12,1
48:05.2,14,1.76,24.22,3.84,3.24,2021-10-12,1
48:10.2,14,2.04,25.74,4.24,4.16,2021-10-12,1
48:15.2,14,1.91,22.64,3.59,3.7,2021-10-12,1
48:20.2,14,1.75,26.67,4.33,4.38,2021-10-12,1
48:25.2,14,2.92,23.71,3.64,3.83,2021-10-12,1
48:30.2,14,2.98,26.75,3.7,3.51,2021-10-12,1
48:35.2,14,1.61,26.83,4.48,3.21,2021-10-12,1
48:40.2,14,1.91,22.94,4.25,3.17,2021-10-12,1
48:45.2,14,1.53,21.23,3.57,3.66,2021-10-12,1
48:50.2,14,1.89,25.67,4.34,3.11,2021-10-12,1
48:55.2,14,1.58,23.49,4.12,4.32,2021-10-12,1
49:00.3,14,1.96,27.03,4.25,3.07,2021-10-12,1
49:05.3,14,1.94,23.09,3.48,4.88,2021-10-12,1
49:10.3,14,1.64,23.83,4.09,3.69,2021-10-12,1
49:15.3,14,2.39,25.79,4.23,3.4,2021-10-12,1
49:20.3,14,1.62,24.75,3.78,4.91,2021-10-12,1
49:25.3,14,2.09,23.65,3.74,3.7,2021-10-12,1
49:30.3,14,1.83,26.42,3.05,3.88,2021-10-12,1
49:35.3,14,4.69,25.79,3.67,1.46,2021-10-12,1
49:40.3,14,2.04,25.43,3.36,3.89,2021-10-12,1
49:45.3,14,2.64,23.55,3.46,3.03,2021-10-12,1
49:50.3,14,2.64,25.73,3.78,3.97,2021-10-12,1
49:55.3,14,2.63,25.8,3.56,4.71,2021-10-12,1
50:00.3,14,2.62,25.14,3.4,3.8,2021-10-12,1
50:05.3,14,2.16,25.67,3.5,4.15,2021-10-12,1
50:10.3,14,2.19,27.4,3.85,4.78,2021-10-12,1
50:15.3,14,2.62,26.31,3.64,4.87,2021-10-12,1
50:20.3,14,1.82,27.83,3.37,3.78,2021-10-12,1
50:25.3,14,2.06,21.32,3.77,3.66,2021-10-12,1
50:30.3,14,2.05,25.96,3.73,3.93,2021-10-12,1
50:55.6,15,2.74,27.88,4.33,3.67,2021-10-12,1
51:00.7,15,2.67,26.49,4.41,3.32,2021-10-12,1
51:05.7,15,1.81,24.92,3.05,3.63,2021-10-12,1
51:10.7,15,2.48,27.25,3.5,3.43,2021-10-12,1
51:15.7,15,2.86,21.57,3.35,3.89,2021-10-12,1
51:20.7,15,2.43,27.07,3.39,3.53,2021-10-12,1
51:25.7,15,2.05,22.63,1.59,4.96,2021-10-12,1
51:30.7,15,1.55,22.73,3.54,3.79,2021-10-12,1
51:35.7,15,2.72,23.88,3.9,3.6,2021-10-12,1
51:40.7,15,2.4,26.13,4.04,3.88,2021-10-12,1
51:45.7,15,1.87,26.13,3.4,3.32,2021-10-12,1
51:50.7,15,2.23,24.16,3.31,4.33,2021-10-12,1
51:55.7,15,2.05,26.74,3.54,3.35,2021-10-12,1
52:00.7,15,2.59,23.07,3.81,3.6,2021-10-12,1
52:05.7,15,2.18,26.62,3.66,3.99,2021-10-12,1
52:10.7,15,1.63,23.94,4.25,3.89,2021-10-12,1
52:15.7,15,2.88,24.68,4.43,3.92,2021-10-12,1
52:20.8,15,2.03,25.37,4.49,3.22,2021-10-12,1
52:25.8,15,2.83,25.81,3.52,3.97,2021-10-12,1
52:30.8,15,1.69,23.45,3.61,4.87,2021-10-12,1
52:35.8,15,2.36,24.91,4.39,3.65,2021-10-12,1
52:40.8,15,2.93,24.47,3.7,4.11,2021-10-12,1
52:45.8,15,2.82,21.52,4.08,3.73,2021-10-12,1
52:50.8,15,2.5,25.16,3.19,4.32,2021-10-12,1
52:55.8,15,2.06,26.93,3.17,4.72,2021-10-12,1
53:00.8,15,2.34,22.96,3.78,3.42,2021-10-12,1
53:05.8,15,1.77,27.74,4.31,3.75,2021-10-12,1
53:10.8,15,1.7,21.93,3.34,3.93,2021-10-12,1
53:15.8,15,2.53,23.7,3.3,3.52,2021-10-12,1
53:20.8,15,1.69,22.34,3.34,4.28,2021-10-12,1
53:25.8,15,2.19,24.07,4.08,4.44,2021-10-12,1
53:30.8,15,1.78,22.73,3.61,3.03,2021-10-12,1
53:35.8,15,2.74,23.61,3.34,3.84,2021-10-12,1
53:40.8,15,1.73,23.47,3.11,3.26,2021-10-12,1
53:45.8,15,1.89,25.72,3.73,3.74,2021-10-12,1
53:50.8,15,1.8,22.64,3.5,3.82,2021-10-12,1
53:55.8,15,2.02,25.84,4.3,4.6,2021-10-12,1
54:00.8,15,1.61,25.34,3.99,4.74,2021-10-12,1
54:05.9,15,2.38,25.48,3.47,4.1,2021-10-12,1
54:10.9,15,2.35,23.34,3.61,3.74,2021-10-12,1
54:15.9,15,2.73,22.07,4.38,3.73,2021-10-12,1
54:20.9,15,1.67,22.52,3.49,4.65,2021-10-12,1
54:25.9,15,2.95,24.38,3.87,3.59,2021-10-12,1
54:30.9,15,2.07,21.37,4.32,4.24,2021-10-12,1
54:35.9,15,2.28,22.55,4.01,3.31,2021-10-12,1
54:40.9,15,2.84,23.43,3.27,4.69,2021-10-12,1
54:45.9,15,1.89,21.96,4.08,3.35,2021-10-12,1
54:50.9,15,2.29,23.36,3.44,3.11,2021-10-12,1
54:55.9,15,2.76,23.98,4.1,3.16,2021-10-12,1
55:00.9,15,2.94,26.36,3.62,3.95,2021-10-12,1
55:05.9,15,2.67,24.91,3.16,4.72,2021-10-12,1
55:10.9,15,2.04,24.75,3.14,4.54,2021-10-12,1
55:15.9,15,1.94,24.69,3.05,3.35,2021-10-12,1
55:20.9,15,1.8,21.49,3.17,3.15,2021-10-12,1
55:25.9,15,1.68,25.68,3.78,3.83,2021-10-12,1
55:30.9,15,2.71,24.79,3.5,3.32,2021-10-12,1
55:36.0,15,2.93,25.56,4.21,3.26,2021-10-12,1
55:41.0,15,2.5,27.81,3.62,4.44,2021-10-12,1
55:46.0,15,2.05,26.61,3.79,3.68,2021-10-12,1
55:51.0,15,1.53,26.94,3.61,4.22,2021-10-12,1
